start,end,line
0:46:39.570,0:46:44.71,clarity but with the kind of evocative

0:46:41.730,0:46:51.88,simplicity I mean what I really I don't

0:46:44.710,0:46:57.04,want poems to be available down to a to

0:46:51.880,0:46:58.72,a kind of theme I don't but I'm not

0:46:57.040,0:47:01.72,interested in poems that can be sent to

0:46:58.720,0:47:03.40,be about something sure they're about

0:47:01.720,0:47:04.81,something but what they're really about

0:47:03.400,0:47:07.15,is something much more than that

0:47:04.810,0:47:09.28,particular something and what I'm

0:47:07.150,0:47:12.19,looking for is to get at that particular

0:47:09.280,0:47:14.95,something not so much the thing as the

0:47:12.190,0:47:17.38,other thing Tony tony early the fiction

0:47:14.950,0:47:20.02,nonfiction writer talks about all great

0:47:17.380,0:47:22.78,writing being about the thing and the

0:47:20.020,0:47:24.13,other thing and it's the other thing

0:47:22.780,0:47:26.11,that interests me a whole lot more than

0:47:24.130,0:47:28.36,the thing that in the drafting process

0:47:26.110,0:47:30.70,I'm dealing with the thing in the

0:47:28.360,0:47:32.05,revision process when I get seriously

0:47:30.700,0:47:34.39,down to revision I'm dealing with the

0:47:32.050,0:47:37.99,other thing how can I make what this

0:47:34.390,0:47:41.41,poem is after and that what is

0:47:37.990,0:47:43.24,frequently several different ones so how

0:47:41.410,0:47:47.83,can I make those things all work

0:47:43.240,0:47:50.02,together has any of your relationship to

0:47:47.830,0:47:56.14,that sort of idea changed over years of

0:47:50.020,0:47:58.48,course of writing whereas it has it been

0:47:56.140,0:47:59.83,somewhat constant in that or like like

0:47:58.480,0:48:01.18,you just like once you heard you talk

0:47:59.830,0:48:05.11,about it you like oh right that's what

0:48:01.180,0:48:10.81,I've been doing all I have to say okay

0:48:05.110,0:48:12.70,this is sinister ask a question again I

0:48:10.810,0:48:14.59,again I guess you're talking about the

0:48:12.700,0:48:15.91,thing and the other thing is that

0:48:14.590,0:48:17.26,something that once you've said that to

0:48:15.910,0:48:18.82,you you sort of realize that's what

0:48:17.260,0:48:20.56,you've been doing all along or it is

0:48:18.820,0:48:22.30,something that you came to realize you

0:48:20.560,0:48:23.95,came to be practicing it before you were

0:48:22.300,0:48:25.15,doing something else I think it was

0:48:23.950,0:48:28.56,something I'd been doing all along

0:48:25.150,0:48:31.42,without really having that sort of an

0:48:28.560,0:48:33.76,simple way of explaining it her simple

0:48:31.420,0:48:34.84,way of seeing it but I was always after

0:48:33.760,0:48:42.31,dad I mean

0:48:34.840,0:48:46.78,I did I was interviewed by a young woman

0:48:42.310,0:48:49.21,in Scotland who asked me if I could talk

0:48:46.780,0:48:52.39,about what she said with my two or three

0:48:49.210,0:48:56.13,dominant themes and I said I'm sorry

0:48:52.390,0:48:58.57,what I don't know what those are and

0:48:56.130,0:49:00.19,auntie I told her about my and we wound

0:48:58.570,0:49:02.70,up with the long answer talking about my

0:49:00.190,0:49:06.91,discomfort with the idea of theme

0:49:02.700,0:49:09.13,because I it's so it's just a way of

0:49:06.910,0:49:11.56,sort of circumscribing what the poem is

0:49:09.130,0:49:13.39,after drawing a line about what the

0:49:11.560,0:49:15.04,possibilities of the poem might be and

0:49:13.390,0:49:16.60,I'm aligned around that and I'm not

0:49:15.040,0:49:21.91,interested in that image to the poem

0:49:16.600,0:49:26.80,beings big as it can possibly be having

0:49:21.910,0:49:29.41,as many possible readings if you will as

0:49:26.800,0:49:33.97,it as it can have maybe as many possible

0:49:29.410,0:49:35.77,readings as through our readers what do

0:49:33.970,0:49:39.61,world with other people play for

0:49:35.770,0:49:43.33,Eurovision do they play a role not a

0:49:39.610,0:49:49.75,whole lot I have Kim as my principle

0:49:43.330,0:49:52.69,reader and she's knows me so well that

0:49:49.750,0:49:55.54,she can just she can tell when she needs

0:49:52.690,0:50:01.09,to be supportive and can tell when she

0:49:55.540,0:50:02.23,needs to be mean and and sometimes you

0:50:01.090,0:50:07.68,know you need you just need to have a

0:50:02.230,0:50:11.47,kick in the pants but she's also big on

0:50:07.680,0:50:13.27,she's the one who says okay here's what

0:50:11.470,0:50:15.19,you need to open it up right here right

0:50:13.270,0:50:17.29,right in this spot and she's almost

0:50:15.190,0:50:19.36,invariably correct oh yeah you're right

0:50:17.290,0:50:20.74,I need to I need to develop that spot I

0:50:19.360,0:50:23.20,need to go somewhere else I need to

0:50:20.740,0:50:24.94,bring some other kind of an image some

0:50:23.200,0:50:28.84,other kind of a reference a poem as Dick

0:50:24.940,0:50:30.82,Hugo would say is needs to you need to

0:50:28.840,0:50:32.59,write off the subject in that spot he

0:50:30.820,0:50:33.15,would say I always call it just bring in

0:50:32.590,0:50:39.79,a Buick

0:50:33.150,0:50:41.59,Wow which is just my own figure for it

0:50:39.790,0:50:43.08,but that's what it did find something

0:50:41.590,0:50:44.46,extraneous seemingly

0:50:43.089,0:50:47.10,extraneous to bring into the pump so I

0:50:44.469,0:50:48.43,can open it up here okay and so you

0:50:47.109,0:50:50.17,don't like send your poems to other

0:50:48.430,0:50:52.96,writers or have anything like that I

0:50:50.170,0:50:55.45,have a couple of I have a couple of

0:50:52.960,0:50:58.96,friends that I will send poems to on

0:50:55.450,0:51:03.64,occasion Dorian lux's has looked at

0:50:58.960,0:51:06.36,poems for me Henry Carlyle who is only

0:51:03.640,0:51:08.07,important a wonderful poet on a couple

0:51:06.369,0:51:11.14,of occasions Phil Levine has looked at

0:51:08.079,0:51:14.31,some things for me but mostly no I don't

0:51:11.140,0:51:16.26,I don't I don't I don't have that kind

0:51:14.319,0:51:17.95,of network of other writers any sort of

0:51:16.269,0:51:21.96,more unusual circumstances what drives

0:51:17.950,0:51:26.17,you to sort of spend a poem out outside

0:51:21.960,0:51:32.97,whether it will be a comb that for some

0:51:26.170,0:51:35.41,reason or another I'm uncertain of the

0:51:32.979,0:51:38.55,other the example that occurs to me is

0:51:35.410,0:51:40.86,the law a long sequence of poems called

0:51:38.559,0:51:43.86,earthing meditations which originally

0:51:40.869,0:51:46.08,appeared as kind of a little preparatory

0:51:43.869,0:51:51.13,sections in each of the four parts and

0:51:46.089,0:51:53.38,then a fifth envoy sort of the

0:51:51.130,0:51:57.96,organizing poems in the book rain of

0:51:53.380,0:52:00.67,snakes yeah which is a very sound driven

0:51:57.960,0:52:03.72,intensely meditative poem that I wrote I

0:52:00.670,0:52:08.22,mean I was on I was on a Guggenheim when

0:52:03.729,0:52:11.38,I wrote that that book and that was the

0:52:08.229,0:52:13.39,last poem that big poems that went into

0:52:11.380,0:52:14.89,the book because something was missing

0:52:13.390,0:52:16.23,I knew something was missing but I

0:52:14.890,0:52:17.61,didn't know what it was right in the

0:52:16.239,0:52:20.91,middle of the book is this other long

0:52:17.619,0:52:24.70,sequence called rain of snakes yeah and

0:52:20.910,0:52:27.57,I had this one poem which was actually

0:52:24.700,0:52:30.09,the first part of earthly meditations I

0:52:27.579,0:52:31.90,took it in to live to show it to Kim and

0:52:30.099,0:52:34.26,she said okay this stanza here needs to

0:52:31.900,0:52:36.54,go but you might want to consider just

0:52:34.269,0:52:37.86,writing more of this see how cuz I don't

0:52:36.549,0:52:40.56,feel like it's done

0:52:37.869,0:52:41.95,and so I wrote this you know it's five

0:52:40.569,0:52:45.36,hundred some-odd lines long this

0:52:41.950,0:52:48.78,sequence over the course of like two

0:52:45.369,0:52:50.34,weeks but Allah while I would do it I

0:52:48.789,0:52:54.09,would go out and

0:52:50.340,0:52:57.24,I'd play Dylan Thomas on on the sand I

0:52:54.090,0:53:00.00,just listen to him say this gorgeous

0:52:57.240,0:53:02.16,nonsense is often called it or I'd read

0:53:00.000,0:53:06.24,Plath or and read the book of nightmares

0:53:02.160,0:53:09.05,mostly I was if as a model for that poem

0:53:06.240,0:53:12.36,it was read Keys North American sequence

0:53:09.050,0:53:16.95,very much nature driven sort of sort of

0:53:12.360,0:53:18.99,thing and highly musical and then I when

0:53:16.950,0:53:21.69,I when I finished it I knew what I

0:53:18.990,0:53:23.58,wanted to do with it and put it use it

0:53:21.690,0:53:26.28,as sections throughout the book actually

0:53:23.580,0:53:30.87,that was Kim's idea - I couldn't write

0:53:26.280,0:53:32.79,without her but I mean I I did I didn't

0:53:30.870,0:53:34.47,really trust the poem I was this not

0:53:32.790,0:53:37.44,like anything else I've ever written so

0:53:34.470,0:53:40.20,I sent it to Dorian and Henry and Phil

0:53:37.440,0:53:43.23,and a couple of other people just to

0:53:40.200,0:53:46.17,find out all of whom one of them Henry

0:53:43.230,0:53:47.82,who was a student of Ricky's it was too

0:53:46.170,0:53:49.26,close to read key for couldn't he

0:53:47.820,0:53:51.18,couldn't really didn't want me to do it

0:53:49.260,0:53:52.50,everybody else said is the best thing

0:53:51.180,0:53:53.97,you've ever written you just got to keep

0:53:52.500,0:53:55.50,reading more like that people keep

0:53:53.970,0:53:57.24,telling me and it'll back and get that

0:53:55.500,0:53:59.28,voice again and do more and I keep

0:53:57.240,0:53:59.97,saying already done it I want to do that

0:53:59.280,0:54:02.67,anymore

0:53:59.970,0:54:05.91,yes but I did you know I do have those

0:54:02.670,0:54:09.63,those those people I haven't used any of

0:54:05.910,0:54:11.73,them Henry a couple times since but

0:54:09.630,0:54:13.41,that's been about it I don't really and

0:54:11.730,0:54:16.47,I have this weekend writer-in-residence

0:54:13.410,0:54:19.44,and you're they say that means who's

0:54:16.470,0:54:21.75,extremely helpful are you talking a

0:54:19.440,0:54:23.55,little bit about I mean these it is like

0:54:21.750,0:54:25.59,how this goes into a book and everything

0:54:23.550,0:54:27.90,and I guess I'm wondering he could sort

0:54:25.590,0:54:29.70,of delineate a difference between how

0:54:27.900,0:54:32.15,you provide an individual piece and how

0:54:29.700,0:54:34.44,you revise a collection of works and

0:54:32.150,0:54:36.68,maybe talk a little bit about how that

0:54:34.440,0:54:42.33,has changed over the course of years

0:54:36.680,0:54:46.86,yeah the you know it's such an ongoing

0:54:42.330,0:54:49.38,thing with individual pieces a lot of

0:54:46.860,0:54:51.84,times I'll publish a poem in a magazine

0:54:49.380,0:54:53.13,and I'll go back in and think I want to

0:54:51.840,0:54:54.09,change this and I'll change something

0:54:53.130,0:54:55.92,I'll fiddle with

0:54:54.090,0:54:57.51,a little bit I don't think there's

0:54:55.920,0:54:59.70,anything particularly holy about the

0:54:57.510,0:55:03.81,fact that it appeared in print in one

0:54:59.700,0:55:05.52,way I can tinker with it but then I find

0:55:03.810,0:55:07.77,when I start assembling a book and I

0:55:05.520,0:55:10.17,mean I still do this the old-fashioned

0:55:07.770,0:55:14.22,way I don't think any other way as I get

0:55:10.170,0:55:16.71,all the poems I think might comprise the

0:55:14.220,0:55:18.93,poem I lay him out on the floor but then

0:55:16.710,0:55:21.81,that act of laying them out on the floor

0:55:18.930,0:55:24.84,and finding say located this batch of

0:55:21.810,0:55:26.64,1012 poems sort of goes together you can

0:55:24.840,0:55:28.62,see there there's some connective tissue

0:55:26.640,0:55:30.99,between them then I've got to go back

0:55:28.620,0:55:33.45,and start making and I have a system of

0:55:30.990,0:55:36.48,little arrows and checks and numbers and

0:55:33.450,0:55:40.83,so forth that show me opportunities to

0:55:36.480,0:55:44.55,tie those poems together and if I write

0:55:40.830,0:55:46.65,as as in say anatomy of melancholy a

0:55:44.550,0:55:48.72,book that's in four sections then I have

0:55:46.650,0:55:52.65,to find a way to connect the sections

0:55:48.720,0:55:55.02,together so that the assemblage of the

0:55:52.650,0:55:56.46,sections is part of the assemblage of

0:55:55.020,0:55:58.35,the whole of course but the assemblage

0:55:56.460,0:56:00.63,of the hole and the sections there n

0:55:58.350,0:56:02.94,becomes also the part of the revision of

0:56:00.630,0:56:04.83,the individual poems as I find ways to

0:56:02.940,0:56:09.09,stitch those things together in the

0:56:04.830,0:56:13.02,larger fabric and that has been assisted

0:56:09.090,0:56:16.44,throughout oh yeah oh yeah from from

0:56:13.020,0:56:20.37,certainly from from my second book on my

0:56:16.440,0:56:26.04,first book which Copper Canyon published

0:56:20.370,0:56:28.74,in 1979 was my MFA thesis basically and

0:56:26.040,0:56:32.25,you know you when I find copies in

0:56:28.740,0:56:35.10,bookstores I buy them I'm not

0:56:32.250,0:56:37.41,embarrassed by it but boy it's it's it's

0:56:35.100,0:56:39.99,really beginning of work and various I

0:56:37.410,0:56:41.97,think in the selected poems I use maybe

0:56:39.990,0:56:43.23,three poems and even then I think I

0:56:41.970,0:56:45.69,could have left them on it wouldn't hurt

0:56:43.230,0:56:48.89,anything but my editor said Donna you

0:56:45.690,0:56:53.07,got to have something okay

0:56:48.890,0:56:55.25,so begin to know what the second book

0:56:53.070,0:56:56.88,moon in a mason jar that's spinning

0:56:55.250,0:56:59.40,absolutely the way I

0:56:56.880,0:57:04.44,I've operated it's gotten complicated

0:56:59.400,0:57:08.27,with two in the books my third book what

0:57:04.440,0:57:11.09,my father believed and beautiful country

0:57:08.279,0:57:18.18,which our volumes not divided into

0:57:11.099,0:57:20.64,sections so that each of I mean it seems

0:57:18.180,0:57:24.23,more all of a piece somehow and that

0:57:20.640,0:57:25.61,those required a lot more movement about

0:57:24.239,0:57:28.76,how I could have done without the

0:57:25.619,0:57:32.74,computer moving poems and in different

0:57:28.769,0:57:38.54,locations throughout the text and

0:57:32.749,0:57:40.25,finding ways to to maintain a kind of

0:57:38.549,0:57:42.50,seamlessness but not a kind of

0:57:40.259,0:57:44.27,overwhelming sense of their being in arc

0:57:42.509,0:57:46.73,because they're really it is a

0:57:44.279,0:57:50.72,collection of poems there if there's an

0:57:46.739,0:57:53.46,arc it's it's boy it's a very pale arc

0:57:50.729,0:57:57.35,at least in those those two books of

0:57:53.460,0:57:58.52,mine we talked a little bit latest set

0:57:57.359,0:58:01.41,to me about assisting with arrows and

0:57:58.529,0:58:04.44,numbers and 186 maybe go into the

0:58:01.410,0:58:07.07,nitty-gritty of it well it might be

0:58:04.440,0:58:08.84,sometimes it's like we'll have to do

0:58:07.079,0:58:10.65,with page numbers although I'll have the

0:58:08.849,0:58:15.15,draft and I'll put page numbers on then

0:58:10.650,0:58:17.24,I'll just have an asterisk and seven

0:58:15.150,0:58:21.42,which will mean look for the asterisk on

0:58:17.249,0:58:23.54,page seven or or asked are a check 1:1,
0:58:21.420,0:58:26.24,look at 118 and and and I'll have

0:58:23.549,0:58:28.68,another check so they're a couple spots

0:58:26.249,0:58:30.83,in a couple of poems that correspond

0:58:28.680,0:58:33.52,that can allow me to make a stitch here

0:58:30.839,0:58:37.44,that connects those two things so across

0:58:33.529,0:58:39.32,2 or 50 pages there's there's a kind of

0:58:37.440,0:58:42.04,communication that's going on through

0:58:39.329,0:58:45.42,the whole of the manuscript yes and then

0:58:42.049,0:58:46.89,once you how do you then you just

0:58:45.420,0:58:49.31,combined them all into one for

0:58:46.890,0:58:50.91,documentary computers mm-hmm yeah and

0:58:49.319,0:58:52.92,before them you know when it had to be

0:58:50.910,0:58:55.82,typed up then it was and it was really

0:58:52.920,0:58:56.67,hard so I had to do a lot of penciling

0:58:55.829,0:59:01.74,of thing

0:58:56.670,0:59:04.16,in somewhere in those many boxes in the

0:59:01.740,0:59:07.14,closet in the basement or are like

0:59:04.160,0:59:10.44,drafts worksheets whatever you want to

0:59:07.140,0:59:14.06,call them versions of all of the books

0:59:10.440,0:59:17.01,since since moon in a mason jar that

0:59:14.069,0:59:18.08,that sort of show that process how that

0:59:17.010,0:59:22.14,how that came about

0:59:18.089,0:59:23.88,yeah and have you now that you do use a

0:59:22.140,0:59:25.38,computer did it do you find yourself

0:59:23.880,0:59:27.72,making any changes of the collection

0:59:25.380,0:59:29.94,once it's gone into bigger file oh

0:59:27.720,0:59:32.36,absolutely I mean it doesn't it never

0:59:29.940,0:59:36.00,really stops once I get it in this in

0:59:32.369,0:59:40.77,the file I'm sure I I one welcome

0:59:36.000,0:59:42.72,anatomy of melancholy I thought I had

0:59:40.770,0:59:45.21,exact I thought I had it exactly the way

0:59:42.720,0:59:47.46,I wanted it but the first poem in the

0:59:45.210,0:59:48.96,published book used to be the last poem

0:59:47.460,0:59:50.76,in the published book in the last poem

0:59:48.960,0:59:53.94,in the published book used to the first

0:59:50.760,0:59:56.63,and I just thought to myself and they

0:59:53.940,1:00:00.24,were that way because there's a kind of

0:59:56.630,1:00:02.97,this kind of chronic chronology there in

1:00:00.240,1:00:06.03,a way the third the last poem in the

1:00:02.970,1:00:07.95,book happens before the first poem in

1:00:06.030,1:00:10.61,the book if you know what I mean seems

1:00:07.950,1:00:13.34,like so chronologically it seemed better

1:00:10.619,1:00:16.29,that that that what is now the last poem

1:00:13.349,1:00:17.97,happened first but I got to working on

1:00:16.290,1:00:19.55,and realizing and a lot of it had to do

1:00:17.970,1:00:25.17,with form to the last poem in the book

1:00:19.559,1:00:26.76,is asana the as it stands now which

1:00:25.170,1:00:28.34,seemed like a great way into the book

1:00:26.760,1:00:32.09,but in fact it seems to me like a much

1:00:28.349,1:00:34.61,better way out of the book so I still

1:00:32.099,1:00:36.80,make those kinds of changes and and I

1:00:34.619,1:00:39.14,mean about my drive my poor copy editor

1:00:36.809,1:00:42.27,crazy at penguin because they're always

1:00:39.140,1:00:44.84,yeah okay I changed this you're right

1:00:42.270,1:00:46.41,that the Tom was probably confusing or I

1:00:44.849,1:00:48.96,oughta had a comma there but by the way

1:00:46.410,1:00:51.42,I've added two more lines we need you to

1:00:48.960,1:00:54.93,I need you to put in or I've taken out

1:00:51.420,1:00:59.75,of line and yeah and I wish you will

1:00:54.930,1:00:59.75,this ever stop I think

1:01:01.490,1:01:07.88,so I get some sort of I mean we're sort

1:01:04.550,1:01:09.61,of on to sort of how you organize you

1:01:07.880,1:01:11.24,move in from revision you're always

1:01:09.619,1:01:12.65,revising the drill but then you're also

1:01:11.240,1:01:15.61,sort of moving into organizing the

1:01:12.650,1:01:17.03,collection and then I guess once you you

1:01:15.619,1:01:19.84,know once you're at that point that you

1:01:17.030,1:01:22.52,know you've got published collections

1:01:19.849,1:01:26.90,you've got published poems how do you

1:01:22.520,1:01:28.84,kind of keep track of all this stuff and

1:01:26.900,1:01:30.58,do you do it on the computer or do you

1:01:28.849,1:01:31.91,get means like I know before the

1:01:30.589,1:01:34.46,computer and fear is a little different

1:01:31.910,1:01:36.08,than it was now but or maybe it hasn't

1:01:34.460,1:01:37.88,changed at all I don't think it has

1:01:36.080,1:01:43.82,changed at all I mean there was a time

1:01:37.880,1:01:46.40,when I would create a file on the

1:01:43.820,1:01:50.65,computer that was nothing but poems that

1:01:46.400,1:01:53.27,had been published in magazines say and

1:01:50.650,1:01:57.34,then I just got away from that and and

1:01:53.270,1:01:59.96,sort of went old-fashioned on myself and

1:01:57.349,1:02:02.99,just started writing them down yeah and

1:01:59.960,1:02:06.65,keeping them in the file I don't know

1:02:02.990,1:02:10.94,why I did that it just seems like hard

1:02:06.650,1:02:13.58,copies it was a lot easier to get to the

1:02:10.940,1:02:15.41,hard copy somehow and and look at them

1:02:13.580,1:02:17.18,and see how they and read them that it

1:02:15.410,1:02:19.42,was to call up individual poems out of a

1:02:17.180,1:02:22.82,whole lot of file yeah

1:02:19.420,1:02:25.40,so and to that extent I guess I

1:02:22.820,1:02:29.81,discovered that I preferred easily the

1:02:25.400,1:02:34.16,old and seemingly laborious manual

1:02:29.810,1:02:37.94,method were seriously digital analog not

1:02:34.160,1:02:40.07,digital analog method of of notation and

1:02:37.940,1:02:42.44,keeping track of things yeah I mean

1:02:40.070,1:02:46.46,there's no doubt that that for me it's

1:02:42.440,1:02:49.84,got to be a combination of the two even

1:02:46.460,1:02:52.40,still I mean I've got almost all the I

1:02:49.849,1:02:55.40,had to scrounge around for a pen to sign

1:02:52.400,1:02:57.34,their papers with but I've got pencils

1:02:55.400,1:02:59.63,all over the place because that's what I

1:02:57.349,1:03:02.33,need to write in in these things with

1:02:59.630,1:03:04.60,and then your other folder they're what

1:03:02.330,1:03:06.13,you call that a thesis holder so when

1:03:04.609,1:03:10.97,did you start using those

1:03:06.130,1:03:13.96,that was in Montana baya they Matylda

1:03:10.970,1:03:16.40,fries gave all her students one of those

1:03:13.960,1:03:19.46,which is a very sweet thing and I loved

1:03:16.400,1:03:21.17,it and then and Rodney Jones that

1:03:19.460,1:03:23.24,actually talks about these things they

1:03:21.170,1:03:24.61,are bird calls them thesis binders so

1:03:23.240,1:03:26.08,you can buy them in the bookstore and

1:03:24.619,1:03:28.94,harbor but I've never come and you can

1:03:26.089,1:03:31.11,buy them in the bookstore at Montana but

1:03:28.940,1:03:34.46,I've never had to order these online now

1:03:31.119,1:03:36.28,they're also called spring binders and

1:03:34.460,1:03:38.29,at Montana when I was in graduate school

1:03:36.289,1:03:39.98,with you you had a spring binder to keep

1:03:38.299,1:03:42.61,your poems and you just weren't shit you

1:03:39.980,1:03:49.94,I mean you know you it was you were what

1:03:42.619,1:03:51.52,your spring binder man I have one oh so

1:03:49.940,1:03:54.44,I got ya I got sort of I got sort of

1:03:51.529,1:03:56.99,interested in in that particular thing

1:03:54.440,1:03:59.48,way back then and I've got well in those

1:03:56.990,1:04:01.13,boxes are hundreds of them and I got a

1:03:59.480,1:04:03.50,couple of old ones here that went held

1:04:01.130,1:04:05.48,together with duct tape and that's a big

1:04:03.500,1:04:07.64,one I think that's one Kim retired

1:04:05.480,1:04:10.60,friend from a prose manuscript so that I

1:04:07.640,1:04:11.86,could but I could do the selected

1:04:10.609,1:04:12.31,columns in because it was kind of a

1:04:11.869,1:04:17.96,fatty

1:04:12.319,1:04:20.11,oh yeah Harrison okay how does it work

1:04:17.960,1:04:22.33,what is it like does it could be oh yeah

1:04:20.119,1:04:24.58,this visual page it's gotta know it's

1:04:22.339,1:04:28.29,got it's got metal in here ooh this

1:04:24.589,1:04:30.98,one's not pinning you you have to

1:04:28.299,1:04:33.41,squeeze it see the silence and metal in

1:04:30.980,1:04:36.61,DES it was fine then it's got this

1:04:33.410,1:04:40.06,little ended its intended your favorite

1:04:36.619,1:04:44.21,yeah yeah it's just a pile and there's

1:04:40.069,1:04:46.73,no particular order in this I mean these

1:04:44.210,1:04:48.89,are all these are all Dan there's a

1:04:46.730,1:04:51.26,prose poem in stanzas okay

1:04:48.890,1:04:54.01,it's which is not not possible but I did

1:04:51.260,1:04:57.30,it you know and then back in the back

1:04:54.010,1:04:57.30,here this

1:04:57.680,1:05:04.27,about that many poems that have already

1:05:00.440,1:05:07.88,been published and maybe a few more in

1:05:04.279,1:05:11.93,in journals yeah quite a few more

1:05:07.880,1:05:14.48,actually yeah that's so that's my

1:05:11.930,1:05:17.24,finally yeah that's how I'm keep that

1:05:14.480,1:05:19.96,that that's either things that have been

1:05:17.240,1:05:22.36,published and therefore might be

1:05:19.960,1:05:25.72,serviceable in a collection somewhere

1:05:22.369,1:05:28.25,down the road or poems that are still

1:05:25.720,1:05:29.66,under construction and then there's kind

1:05:28.250,1:05:31.06,of an intermediary thing although

1:05:29.660,1:05:33.47,they're all jumbled together I don't

1:05:31.069,1:05:36.47,know which is which I have to keep okay

1:05:33.470,1:05:38.63,I'll do this on on computer yeah this

1:05:36.470,1:05:42.23,began this is my submission notebook

1:05:38.630,1:05:44.83,things where I submitted things accepted

1:05:42.230,1:05:49.18,see I see five points I've been doing

1:05:44.839,1:05:53.79,that for years I started 1995 and and

1:05:49.180,1:05:56.15,Jack and most recently I sent a batch to

1:05:53.799,1:06:02.04,send those well the Georgia review and

1:05:56.150,1:06:07.05,Smithsonian wanted to see if all Lizzie

1:06:02.049,1:06:07.05,so then I guess overall that if we can

1:06:14.570,1:06:27.34,I hope you can hear that insult yeah

1:06:26.750,1:06:32.59,I'll be fine

1:06:27.340,1:06:36.83,um I dunno

1:06:32.590,1:06:37.52,um okay so we're really good thank you

1:06:36.830,1:06:41.24,um

1:06:37.520,1:06:44.96,so I guess so we've seen a fetus finder

1:06:41.240,1:06:46.37,and you have been six years of them over

1:06:44.960,1:06:48.20,there another years of notebooks and

1:06:46.370,1:06:49.76,years of theses finders and these how

1:06:48.200,1:06:51.11,are you fucks with organizing that media

1:06:49.760,1:06:52.79,sort of sticking them to one side yeah

1:06:51.110,1:06:54.98,they're not in any well they are in a

1:06:52.790,1:06:59.15,kind of order they go most recent to

1:06:54.980,1:07:02.15,most to be oldest um on the bottom of

1:06:59.150,1:07:04.55,the pile but they get shuffled because I

1:07:02.150,1:07:06.38,go back in and pull them out I mean it

1:07:04.550,1:07:08.57,really is the kind of storage kind of

1:07:06.380,1:07:11.33,information retrieval system it just

1:07:08.570,1:07:14.48,happens to be handwritten and old

1:07:11.330,1:07:18.23,fashions because I love going back I can

1:07:14.480,1:07:22.01,go back 25 years and pull out a notebook

1:07:18.230,1:07:23.90,and and sometimes make discoveries you

1:07:22.010,1:07:26.45,know that this was interesting how come

1:07:23.900,1:07:28.73,I didn't finish this one what slips it

1:07:26.450,1:07:30.89,was alone more often than not I wasn't

1:07:28.730,1:07:33.59,capable of finishing it I'd got onto

1:07:30.890,1:07:36.59,something I didn't quite have the

1:07:33.590,1:07:40.67,know-how or or the resourcefulness to

1:07:36.590,1:07:43.52,find a way out of and now you know

1:07:40.670,1:07:47.51,either I do or I've convinced myself

1:07:43.520,1:07:52.01,right right so I I I get it back out and

1:07:47.510,1:07:54.50,go to work on it and then so that the

1:07:52.010,1:07:57.02,difference between there's boxes as well

1:07:54.500,1:07:58.67,right yeah and both stood by the time I

1:07:57.020,1:08:01.16,put stuff in boxes that's pretty well

1:07:58.670,1:08:03.79,committed to the closet a lot much

1:08:01.160,1:08:06.23,interested in pulling things out okay

1:08:03.790,1:08:08.60,but I do that's one of the reasons why I

1:08:06.230,1:08:10.55,have this tray down here this wooden

1:08:08.600,1:08:12.38,tray where things go in and I'll bring

1:08:10.550,1:08:16.31,another one of those manuscript boxes

1:08:12.380,1:08:21.31,out or it usually holds ten reams of

1:08:16.310,1:08:23.52,paper right before these things that

1:08:21.319,1:08:26.25,this pile of things goes into

1:08:23.529,1:08:27.33,that box I go through a poem by Palmer

1:08:26.259,1:08:28.86,draft by draft

1:08:27.339,1:08:30.36,I don't organize them but I look for

1:08:28.869,1:08:33.30,something oh yeah I forgot about this

1:08:30.369,1:08:35.10,because sometimes it will be I know it's

1:08:33.309,1:08:38.25,on the computer somewhere prowling

1:08:35.109,1:08:42.96,remember it and you know if I just go to

1:08:38.259,1:08:45.30,to word and open it's just chaos right

1:08:42.969,1:08:47.92,it's just a whole lot of files some of

1:08:45.309,1:08:49.59,them are not called dad anymore so but I

1:08:47.920,1:08:51.21,can do I can do a search I can type a

1:08:49.599,1:08:54.21,line and do a search and find it

1:08:51.219,1:08:56.88,somewhere but I would not even remember

1:08:54.219,1:08:59.31,to what it might have been called unless

1:08:56.889,1:09:03.88,I find something in this batch before it

1:08:59.319,1:09:06.19,goes in the box so I try to try not to

1:09:03.880,1:09:10.86,lose anything but it keeping track of

1:09:06.190,1:09:14.13,it's it's hard yeah and I write a lot

1:09:10.869,1:09:16.05,right and then I guess I mean we didn't

1:09:14.139,1:09:18.30,talk about that ago some questions later

